Gene stable ID,Gene stable ID version,Gene start (bp),Gene end (bp),Chromosome/scaffold name,Gene name,Mouse gene stable ID,Mouse gene name,Mouse chromosome/scaffold name,Mouse chromosome/scaffold start (bp),Mouse chromosome/scaffold end (bp),Mouse homology type,"Mouse orthology confidence [0 low, 1 high]",Mouse Whole-genome alignment coverage
ENSG00000156140,ENSG00000156140.10,72280969,72569221,4,ADAMTS3,ENSMUSG00000043635,Adamts3,5,89677087,89883334,ortholog_one2one,1,100.00
ENSG00000163626,ENSG00000163626.17,73052362,73069755,4,COX18,ENSMUSG00000035505,Cox18,5,90214724,90224001,ortholog_one2one,1,100.00
ENSG00000132466,ENSG00000132466.19,73073376,73258798,4,ANKRD17,ENSMUSG00000055204,Ankrd17,5,90227166,90366577,ortholog_one2one,1,100.00
ENSG00000221639,ENSG00000221639.1,73263960,73264084,4,AC053527.1,ENSMUSG00000077575,Gm24888,7,109521280,109521409,ortholog_one2many,0,
ENSG00000163631,ENSG00000163631.17,73397114,73421482,4,ALB,ENSMUSG00000029368,Alb,5,90460897,90476602,ortholog_one2one,1,100.00
ENSG00000081051,ENSG00000081051.8,73431138,73456174,4,AFP,ENSMUSG00000054932,Afp,5,90490737,90508907,ortholog_one2one,1,100.00
ENSG00000079557,ENSG00000079557.5,73481745,73504001,4,AFM,ENSMUSG00000029369,Afm,5,90518932,90553543,ortholog_one2one,1,100.00
ENSG00000169435,ENSG00000169435.14,73571550,73620631,4,RASSF6,ENSMUSG00000029370,Rassf6,5,90603076,90640657,ortholog_one2one,1,100.00
ENSG00000124875,ENSG00000124875.10,73836640,73849064,4,CXCL6,ENSMUSG00000029371,Cxcl5,5,90759360,90761624,ortholog_one2one,1,100.00
ENSG00000163736,ENSG00000163736.4,73986439,73988190,4,PPBP,ENSMUSG00000029372,Ppbp,5,90768518,90770063,ortholog_one2one,0,100.00
ENSG00000244194,ENSG00000244194.3,74011578,74011876,4,RN7SL218P,ENSMUSG00000093056,Gm24812,X,87899205,87899488,ortholog_one2one,0,
ENSG00000163738,ENSG00000163738.18,74114174,74303099,4,MTHFD2L,ENSMUSG00000029376,Mthfd2l,5,90931117,91021368,ortholog_one2one,1,100.00
ENSG00000182585,ENSG00000182585.10,74308470,74316789,4,EPGN,ENSMUSG00000035020,Epgn,5,91027464,91035215,ortholog_one2one,1,100.00
ENSG00000124882,ENSG00000124882.4,74365145,74388749,4,EREG,ENSMUSG00000029377,Ereg,5,91074622,91093646,ortholog_one2one,1,100.00
ENSG00000109321,ENSG00000109321.11,74445136,74455005,4,AREG,ENSMUSG00000029378,Areg,5,91139599,91148432,ortholog_one2one,1,100.00
ENSG00000174808,ENSG00000174808.12,74744759,74794523,4,BTC,ENSMUSG00000082361,Btc,5,91357261,91402994,ortholog_one2one,1,100.00
ENSG00000169116,ENSG00000169116.11,74933095,75050115,4,PARM1,ENSMUSG00000034981,Parm1,5,91517615,91626894,ortholog_one2one,1,100.00
ENSG00000163743,ENSG00000163743.13,75479037,75514764,4,RCHY1,ENSMUSG00000029397,Rchy1,5,91948904,91963068,ortholog_one2one,1,100.00
ENSG00000138769,ENSG00000138769.11,75576496,75630716,4,CDKL2,ENSMUSG00000029403,Cdkl2,5,92006074,92043883,ortholog_one2one,1,100.00
ENSG00000138757,ENSG00000138757.14,75642782,75724525,4,G3BP2,ENSMUSG00000029405,G3bp2,5,92052146,92083719,ortholog_one2one,1,100.00
ENSG00000138768,ENSG00000138768.15,75724577,75814286,4,USO1,ENSMUSG00000029407,Uso1,5,92137938,92202798,ortholog_one2one,1,100.00
ENSG00000156194,ENSG00000156194.18,75859864,75902571,4,PPEF2,ENSMUSG00000029410,Ppef2,5,92226679,92256278,ortholog_one2one,1,100.00
ENSG00000138744,ENSG00000138744.16,75913660,75941013,4,NAAA,ENSMUSG00000029413,Naaa,5,92257659,92278170,ortholog_one2one,1,100.00
ENSG00000198301,ENSG00000198301.12,75940950,75990962,4,SDAD1,ENSMUSG00000029415,Sdad1,5,92284010,92310479,ortholog_one2one,1,100.00
ENSG00000138755,ENSG00000138755.6,76001275,76007509,4,CXCL9,ENSMUSG00000029417,Cxcl9,5,92321347,92328079,ortholog_one2one,1,100.00
ENSG00000156219,ENSG00000156219.17,76011184,76112802,4,ART3,ENSMUSG00000034842,Art3,5,92331827,92414628,ortholog_one2one,1,97.95
ENSG00000169245,ENSG00000169245.6,76021118,76023497,4,CXCL10,ENSMUSG00000034855,Cxcl10,5,92346638,92348889,ortholog_one2one,1,100.00
ENSG00000169248,ENSG00000169248.13,76033682,76041415,4,CXCL11,ENSMUSG00000060183,Cxcl11,5,92359544,92365485,ortholog_one2one,1,100.00
ENSG00000138750,ENSG00000138750.15,76114659,76148444,4,NUP54,ENSMUSG00000034826,Nup54,5,92415540,92435219,ortholog_one2one,1,100.00
ENSG00000138760,ENSG00000138760.10,76158737,76234536,4,SCARB2,ENSMUSG00000029426,Scarb2,5,92441314,92506833,ortholog_one2one,1,100.00
ENSG00000189157,ENSG00000189157.14,76214040,76283783,4,FAM47E,ENSMUSG00000057068,Fam47e,5,92555069,92591279,ortholog_one2many,0,95.20
ENSG00000272414,ENSG00000272414.6,76251721,76311129,4,FAM47E-STBD1,ENSMUSG00000057068,Fam47e,5,92555069,92591279,ortholog_one2many,0,92.90
ENSG00000118804,ENSG00000118804.8,76306026,76311599,4,STBD1,ENSMUSG00000047963,Stbd1,5,92603041,92606579,ortholog_one2one,1,100.00
ENSG00000163749,ENSG00000163749.17,76312997,76421868,4,CCDC158,ENSMUSG00000050050,Ccdc158,5,92607954,92675271,ortholog_one2one,1,100.00
ENSG00000138771,ENSG00000138771.16,76435229,76783253,4,SHROOM3,ENSMUSG00000029381,Shroom3,5,92683435,92965318,ortholog_one2one,1,100.00
ENSG00000186212,ENSG00000186212.4,76894152,76898144,4,SOWAHB,ENSMUSG00000045314,Sowahb,5,93041123,93045022,ortholog_one2one,1,100.00
ENSG00000138758,ENSG00000138758.11,76949703,77040384,4,SEPTIN11,ENSMUSG00000058013,Septin11,5,93093437,93176447,ortholog_one2one,1,100.00
ENSG00000118816,ENSG00000118816.11,77047155,77076309,4,CCNI,ENSMUSG00000063015,Ccni,5,93181933,93206495,ortholog_one2one,1,100.00
ENSG00000138764,ENSG00000138764.15,77157207,77433388,4,CCNG2,ENSMUSG00000029385,Ccng2,5,93267257,93276231,ortholog_one2one,1,100.00
ENSG00000156234,ENSG00000156234.7,77511753,77611834,4,CXCL13,ENSMUSG00000023078,Cxcl13,5,95956951,95961068,ortholog_one2one,0,100.00
ENSG00000221711,ENSG00000221711.1,77702746,77702803,4,AC104701.1,ENSMUSG00000089247,Gm24051,11,8004942,8005016,ortholog_one2many,0,
ENSG00000138767,ENSG00000138767.13,77713387,77819615,4,CNOT6L,ENSMUSG00000034724,Cnot6l,5,96070333,96164171,ortholog_one2one,1,100.00
ENSG00000169288,ENSG00000169288.18,77862830,77952785,4,MRPL1,ENSMUSG00000029486,Mrpl1,5,96209493,96266727,ortholog_one2one,1,100.00
ENSG00000138759,ENSG00000138759.19,78057323,78544269,4,FRAS1,ENSMUSG00000034687,Fras1,5,96373955,96784728,ortholog_one2one,1,100.00
ENSG00000138772,ENSG00000138772.13,78551747,78610451,4,ANXA3,ENSMUSG00000029484,Anxa3,5,96793339,96845966,ortholog_one2one,1,100.00
ENSG00000138756,ENSG00000138756.17,78776342,78916372,4,BMP2K,ENSMUSG00000034663,Bmp2k,5,96997689,97091867,ortholog_one2one,1,100.00
ENSG00000163291,ENSG00000163291.14,78887127,78939438,4,PAQR3,ENSMUSG00000055725,Paqr3,5,97082329,97111596,ortholog_one2one,1,100.00
ENSG00000196475,ENSG00000196475.6,79406361,79408228,4,GK2,ENSMUSG00000050553,Gk2,5,97455142,97457021,ortholog_one2one,1,100.00
ENSG00000212620,ENSG00000212620.1,79843102,79843228,4,SNORA75,ENSMUSG00000065231,Gm22972,8,105988501,105988631,ortholog_many2many,1,
ENSG00000212620,ENSG00000212620.1,79843102,79843228,4,SNORA75,ENSMUSG00000088340,Gm22338,2,61492766,61492894,ortholog_many2many,1,
ENSG00000163297,ENSG00000163297.17,79901146,80125454,4,ANTXR2,ENSMUSG00000029338,Antxr2,5,97882783,98031043,ortholog_one2one,1,100.00
ENSG00000152784,ENSG00000152784.16,80183879,80204329,4,PRDM8,ENSMUSG00000035456,Prdm8,5,98167198,98188991,ortholog_one2one,1,100.00
ENSG00000138675,ENSG00000138675.16,80266599,80336680,4,FGF5,ENSMUSG00000029337,Fgf5,5,98254184,98277030,ortholog_one2one,1,100.00
ENSG00000197826,ENSG00000197826.12,80335730,80963750,4,CFAP299,ENSMUSG00000057816,Cfap299,5,98329304,98802047,ortholog_one2one,1,100.00
ENSG00000152785,ENSG00000152785.7,81030708,81057632,4,BMP3,ENSMUSG00000029335,Bmp3,5,98854415,98884396,ortholog_one2one,1,100.00
ENSG00000138669,ENSG00000138669.9,81087370,81215117,4,PRKG2,ENSMUSG00000029334,Prkg2,5,98929773,99037351,ortholog_one2one,1,100.00
ENSG00000207065,ENSG00000207065.1,81334303,81334418,4,RNU5A-2P,ENSMUSG00000065658,Gm23102,17,94869873,94869988,ortholog_one2one,1,
ENSG00000138670,ENSG00000138670.17,81426393,82044244,4,RASGEF1B,ENSMUSG00000089809,Rasgef1b,5,99217426,99729065,ortholog_one2one,1,100.00
ENSG00000252762,ENSG00000252762.1,81928313,81928439,4,AC021863.1,ENSMUSG00000087791,Gm25969,5,99655701,99655832,ortholog_one2one,1,
ENSG00000138668,ENSG00000138668.19,82352498,82374503,4,HNRNPD,ENSMUSG00000000568,Hnrnpd,5,99955935,99978938,ortholog_one2one,1,100.00
ENSG00000152795,ENSG00000152795.17,82422564,82430408,4,HNRNPDL,ENSMUSG00000029328,Hnrnpdl,5,100033577,100039664,ortholog_one2one,1,99.94
ENSG00000145293,ENSG00000145293.16,82430590,82461177,4,ENOPH1,ENSMUSG00000029326,Enoph1,5,100039985,100068760,ortholog_one2one,1,100.00
ENSG00000249242,ENSG00000249242.8,82483170,82562357,4,TMEM150C,ENSMUSG00000050640,Tmem150c,5,100077872,100159808,ortholog_one2one,1,100.00
ENSG00000138674,ENSG00000138674.17,82818509,82901166,4,SEC31A,ENSMUSG00000035325,Sec31a,5,100361649,100416234,ortholog_one2one,1,100.00
ENSG00000189308,ENSG00000189308.11,82909973,83012926,4,LIN54,ENSMUSG00000035310,Lin54,5,100441918,100500639,ortholog_one2one,1,100.00
ENSG00000138663,ENSG00000138663.9,83034447,83075818,4,COPS4,ENSMUSG00000035297,Cops4,5,100518309,100547803,ortholog_one2one,1,95.31
ENSG00000145287,ENSG00000145287.11,83090048,83137075,4,PLAC8,ENSMUSG00000029322,Plac8,5,100553725,100572245,ortholog_one2one,1,100.00
ENSG00000173085,ENSG00000173085.15,83261536,83284914,4,COQ2,ENSMUSG00000029319,Coq2,5,100654723,100675140,ortholog_one2one,1,97.69
ENSG00000173083,ENSG00000173083.15,83292461,83335153,4,HPSE,ENSMUSG00000035273,Hpse,5,100679484,100719716,ortholog_one2one,1,100.00
ENSG00000163312,ENSG00000163312.11,83407343,83455855,4,HELQ,ENSMUSG00000035266,Helq,5,100762145,100798598,ortholog_one2one,1,99.72
ENSG00000163319,ENSG00000163319.11,83455932,83469735,4,MRPS18C,ENSMUSG00000016833,Mrps18c,5,100798627,100804471,ortholog_one2one,1,100.00
ENSG00000163322,ENSG00000163322.14,83459517,83523348,4,ABRAXAS1,ENSMUSG00000035234,Abraxas1,5,100805192,100820965,ortholog_one2one,1,100.00
ENSG00000138678,ENSG00000138678.11,83535914,83605875,4,GPAT3,ENSMUSG00000029314,Gpat3,5,100845713,100899102,ortholog_one2one,1,100.00
ENSG00000163623,ENSG00000163623.9,84491987,84498450,4,NKX6-1,ENSMUSG00000035187,Nkx6-1,5,101658139,101664996,ortholog_one2one,1,100.00
ENSG00000163624,ENSG00000163624.6,84583127,84651334,4,CDS1,ENSMUSG00000029330,Cds1,5,101765130,101823858,ortholog_one2one,1,100.00
ENSG00000163625,ENSG00000163625.16,84669597,84966690,4,WDFY3,ENSMUSG00000043940,Wdfy3,5,101832956,102069921,ortholog_one2one,1,99.95
ENSG00000138639,ENSG00000138639.18,85475150,86002668,4,ARHGAP24,ENSMUSG00000057315,Arhgap24,5,102481391,102897937,ortholog_one2one,1,100.00
ENSG00000109339,ENSG00000109339.24,85990007,86594625,4,MAPK10,ENSMUSG00000046709,Mapk10,5,102907948,103211334,ortholog_one2one,1,100.00
ENSG00000252757,ENSG00000252757.1,86336318,86336614,4,RN7SKP96,ENSMUSG00000088299,Gm26414,7,122446858,122447126,ortholog_one2one,0,
ENSG00000163629,ENSG00000163629.13,86594315,86815171,4,PTPN13,ENSMUSG00000034573,Ptpn13,5,103425192,103598303,ortholog_one2one,1,99.42
ENSG00000145283,ENSG00000145283.8,86823468,86849384,4,SLC10A6,ENSMUSG00000029321,Slc10a6,5,103605711,103629403,ortholog_one2one,1,100.00
ENSG00000163633,ENSG00000163633.12,86876205,86892422,4,C4orf36,ENSMUSG00000029320,1700016H13Rik,5,103648039,103656010,ortholog_one2many,1,100.00
ENSG00000285458,ENSG00000285458.1,86886472,86936178,4,AC093827.5,ENSMUSG00000029320,1700016H13Rik,5,103648039,103656010,ortholog_one2many,1,100.00
ENSG00000172493,ENSG00000172493.21,86935002,87141054,4,AFF1,ENSMUSG00000029313,Aff1,5,103692374,103855322,ortholog_one2one,1,100.00
ENSG00000145332,ENSG00000145332.14,87160103,87240314,4,KLHL8,ENSMUSG00000029312,Klhl8,5,103861973,103911259,ortholog_one2one,1,100.00
ENSG00000170509,ENSG00000170509.12,87303789,87322886,4,HSD17B13,ENSMUSG00000034528,Hsd17b13,5,103955440,103977410,ortholog_one2one,1,96.26
ENSG00000198189,ENSG00000198189.11,87336515,87391188,4,HSD17B11,ENSMUSG00000029311,Hsd17b11,5,103989762,104021919,ortholog_one2one,1,100.00
ENSG00000170502,ENSG00000170502.13,87422573,87459455,4,NUDT9,ENSMUSG00000029310,Nudt9,5,104046306,104065379,ortholog_one2one,1,100.00
ENSG00000152583,ENSG00000152583.12,87473335,87531061,4,SPARCL1,ENSMUSG00000029309,Sparcl1,5,104079111,104113733,ortholog_one2one,1,100.00
ENSG00000152591,ENSG00000152591.15,87608529,87616873,4,DSPP,ENSMUSG00000053268,Dspp,5,104170712,104180127,ortholog_one2one,0,93.79
ENSG00000152592,ENSG00000152592.14,87650280,87664361,4,DMP1,ENSMUSG00000029307,Dmp1,5,104202613,104214102,ortholog_one2one,1,100.00
ENSG00000029559,ENSG00000029559.7,87799554,87812435,4,IBSP,ENSMUSG00000029306,Ibsp,5,104299171,104311469,ortholog_one2one,1,100.00
ENSG00000152595,ENSG00000152595.16,87821411,87846817,4,MEPE,ENSMUSG00000053863,Mepe,5,104325329,104338611,ortholog_one2one,0,100.00
ENSG00000118785,ENSG00000118785.14,87975650,87983426,4,SPP1,ENSMUSG00000029304,Spp1,5,104435118,104441050,ortholog_one2one,1,100.00
ENSG00000118762,ENSG00000118762.8,88007635,88077777,4,PKD2,ENSMUSG00000034462,Pkd2,5,104459450,104505819,ortholog_one2one,1,100.00
ENSG00000118777,ENSG00000118777.12,88090150,88231628,4,ABCG2,ENSMUSG00000029299,Abcg3,5,104935057,104982718,ortholog_one2one,0,4.11
ENSG00000201707,ENSG00000201707.1,88201703,88201810,4,RNU6-818P,ENSMUSG00000096547,Gm25235,1,170832765,170832871,ortholog_one2one,0,
ENSG00000163644,ENSG00000163644.15,88257620,88284769,4,PPM1K,ENSMUSG00000037826,Ppm1k,6,57506502,57535468,ortholog_one2one,1,100.00
ENSG00000138642,ENSG00000138642.15,88378739,88443097,4,HERC6,ENSMUSG00000029798,Herc6,6,57581000,57664632,ortholog_one2one,1,100.00
ENSG00000145337,ENSG00000145337.5,88520998,88523776,4,PYURF,ENSMUSG00000043162,Pyurf,6,57686576,57692078,ortholog_one2one,1,100.00
ENSG00000255072,ENSG00000255072.1,88521573,88521789,4,PIGY,ENSMUSG00000010607,Pigyl,9,22156846,22158358,ortholog_one2one,0,0.00
ENSG00000287542,ENSG00000287542.1,88523810,88708450,4,AC098582.1,ENSMUSG00000029804,Herc3,6,58831465,58920398,ortholog_one2many,1,100.00
ENSG00000252322,ENSG00000252322.1,88583666,88583972,4,RN7SKP244,ENSMUSG00000088395,Gm26313,4,143340399,143340706,ortholog_one2many,0,
ENSG00000138641,ENSG00000138641.18,88592434,88708541,4,HERC3,ENSMUSG00000029804,Herc3,6,58831465,58920398,ortholog_one2many,1,100.00
ENSG00000177432,ENSG00000177432.8,88695913,88697829,4,NAP1L5,ENSMUSG00000055430,Nap1l5,6,58905233,58907076,ortholog_one2one,1,100.00
ENSG00000138640,ENSG00000138640.15,88725955,89111398,4,FAM13A,ENSMUSG00000037709,Fam13a,6,58932090,59024549,ortholog_one2one,1,86.17
ENSG00000180346,ENSG00000180346.3,89111500,89114899,4,TIGD2,ENSMUSG00000049232,Tigd2,6,59208870,59212033,ortholog_one2one,1,100.00
ENSG00000185477,ENSG00000185477.5,89236383,89307800,4,GPRIN3,ENSMUSG00000045441,Gprin3,6,59347226,59426294,ortholog_one2one,1,100.00
ENSG00000145335,ENSG00000145335.17,89700345,89838315,4,SNCA,ENSMUSG00000025889,Snca,6,60731575,60829855,ortholog_one2one,1,100.00
ENSG00000138722,ENSG00000138722.10,89879532,89954629,4,MMRN1,ENSMUSG00000054641,Mmrn1,6,60924976,60989378,ortholog_one2one,1,100.00
ENSG00000184305,ENSG00000184305.15,90127535,91601913,4,CCSER1,ENSMUSG00000039578,Ccser1,6,61180324,62382865,ortholog_one2one,1,100.00
ENSG00000252087,ENSG00000252087.1,90370123,90370427,4,RN7SKP248,ENSMUSG00000089082,Gm24860,9,111244592,111244867,ortholog_one2one,0,
ENSG00000152208,ENSG00000152208.13,92303966,93810157,4,GRID2,ENSMUSG00000071424,Grid2,6,63255876,64704323,ortholog_one2one,1,100.00
ENSG00000172238,ENSG00000172238.6,93828753,93830964,4,ATOH1,ENSMUSG00000073043,Atoh1,6,64729125,64731245,ortholog_one2one,1,100.00
ENSG00000163104,ENSG00000163104.18,94207611,94291292,4,SMARCAD1,ENSMUSG00000029920,Smarcad1,6,65042583,65116061,ortholog_one2one,1,100.00
ENSG00000163106,ENSG00000163106.11,94298535,94342876,4,HPGDS,ENSMUSG00000029919,Hpgds,6,65117293,65144908,ortholog_one2one,1,100.00
ENSG00000163110,ENSG00000163110.15,94451857,94668227,4,PDLIM5,ENSMUSG00000028273,Pdlim5,3,142239590,142395696,ortholog_one2one,1,100.00
ENSG00000138696,ENSG00000138696.11,94757955,95158448,4,BMPR1B,ENSMUSG00000052430,Bmpr1b,3,141837136,142169425,ortholog_one2one,1,100.00
ENSG00000182168,ENSG00000182168.15,95162504,95549206,4,UNC5C,ENSMUSG00000059921,Unc5c,3,141465216,141834924,ortholog_one2one,1,100.00
ENSG00000163114,ENSG00000163114.6,95840093,95841464,4,PDHA2,ENSMUSG00000047674,Pdha2,3,141210004,141212355,ortholog_one2one,1,100.00
ENSG00000201744,ENSG00000201744.1,96152297,96152403,4,RNU6-34P,ENSMUSG00000088748,Gm23219,11,78824387,78824473,ortholog_one2one,1,
ENSG00000163116,ENSG00000163116.10,97184093,98143476,4,STPG2,ENSMUSG00000047940,Stpg2,3,139205694,139710299,ortholog_one2one,0,98.15
ENSG00000138698,ENSG00000138698.15,98261384,98443858,4,RAP1GDS1,ENSMUSG00000028149,Rap1gds1,3,138925902,139075201,ortholog_one2one,1,100.00
ENSG00000168785,ENSG00000168785.8,98470367,98658611,4,TSPAN5,ENSMUSG00000028152,Tspan5,3,138742195,138907905,ortholog_one2one,1,100.00
ENSG00000151247,ENSG00000151247.12,98871684,98930637,4,EIF4E,ENSMUSG00000028156,Eif4e,3,138526179,138559696,ortholog_one2one,1,95.36
ENSG00000164024,ENSG00000164024.12,98995659,99062809,4,METAP1,ENSMUSG00000005813,Metap1,3,138458956,138489515,ortholog_one2one,1,100.00
ENSG00000197894,ENSG00000197894.11,99070978,99088801,4,ADH5,ENSMUSG00000028138,Adh5,3,138443093,138455499,ortholog_one2one,1,100.00
ENSG00000198099,ENSG00000198099.9,99123657,99157792,4,ADH4,ENSMUSG00000037797,Adh4,3,138415466,138430892,ortholog_one2one,1,100.00
ENSG00000172955,ENSG00000172955.17,99202638,99219537,4,ADH6,ENSMUSG00000074206,Adh6b,3,138341775,138358861,ortholog_one2one,0,0.00
ENSG00000187758,ENSG00000187758.8,99276369,99291003,4,ADH1A,ENSMUSG00000074207,Adh1,3,138260991,138290698,ortholog_one2many,1,100.00
ENSG00000196616,ENSG00000196616.14,99304971,99352760,4,ADH1B,ENSMUSG00000074207,Adh1,3,138260991,138290698,ortholog_one2many,1,100.00
ENSG00000248144,ENSG00000248144.6,99336497,99352746,4,ADH1C,ENSMUSG00000074207,Adh1,3,138260991,138290698,ortholog_one2many,1,100.00
ENSG00000196344,ENSG00000196344.11,99412261,99435737,4,ADH7,ENSMUSG00000055301,Adh7,3,138217760,138233382,ortholog_one2one,1,100.00
ENSG00000138813,ENSG00000138813.10,99511012,99542303,4,C4orf17,ENSMUSG00000012042,4930579F01Rik,3,138164078,138239663,ortholog_one2one,0,98.99
ENSG00000145331,ENSG00000145331.14,99546709,99564039,4,TRMT10A,ENSMUSG00000004127,Trmt10a,3,138143448,138159821,ortholog_one2one,1,100.00
ENSG00000138823,ENSG00000138823.13,99563761,99623999,4,MTTP,ENSMUSG00000028158,Mttp,3,138089854,138144968,ortholog_one2one,1,100.00
ENSG00000248713,ENSG00000248713.1,99636529,99654648,4,C4orf54,ENSMUSG00000090066,1110002E22Rik,3,138065052,138081506,ortholog_one2one,1,100.00
ENSG00000070190,ENSG00000070190.13,99816827,99870190,4,DAPP1,ENSMUSG00000028159,Dapp1,3,137931007,137981545,ortholog_one2one,1,100.00
ENSG00000109270,ENSG00000109270.13,99878336,99894428,4,LAMTOR3,ENSMUSG00000091512,Lamtor3,3,137918506,137928900,ortholog_one2one,1,100.00
ENSG00000164031,ENSG00000164031.17,99896248,99946618,4,DNAJB14,ENSMUSG00000074212,Dnajb14,3,137867675,137916557,ortholog_one2one,1,100.00
ENSG00000164032,ENSG00000164032.12,99948086,99950355,4,H2AZ1,ENSMUSG00000037894,H2az1,3,137864487,137866922,ortholog_one2one,1,100.00
ENSG00000145358,ENSG00000145358.6,100185870,100190782,4,DDIT4L,ENSMUSG00000046818,Ddit4l,3,137621612,137628333,ortholog_one2one,1,100.00
ENSG00000164035,ENSG00000164035.10,100395341,100880126,4,EMCN,ENSMUSG00000054690,Emcn,3,137341067,137432185,ortholog_one2one,1,100.00
ENSG00000138814,ENSG00000138814.17,101023409,101348278,4,PPP3CA,ENSMUSG00000028161,Ppp3ca,3,136670124,136937727,ortholog_one2one,1,100.00
ENSG00000153064,ENSG00000153064.12,101411286,102074812,4,BANK1,ENSMUSG00000037922,Bank1,3,136053363,136326066,ortholog_one2one,1,100.00
ENSG00000199529,ENSG00000199529.1,101723876,101723980,4,RNU6-462P,ENSMUSG00000088812,Gm22384,9,106812495,106812598,ortholog_one2one,0,
ENSG00000138821,ENSG00000138821.13,102251041,102431258,4,SLC39A8,ENSMUSG00000053897,Slc39a8,3,135825279,135888572,ortholog_one2one,1,100.00
ENSG00000109320,ENSG00000109320.13,102501331,102617302,4,NFKB1,ENSMUSG00000028163,Nfkb1,3,135584655,135691547,ortholog_one2one,1,100.00
ENSG00000109323,ENSG00000109323.11,102630770,102760994,4,MANBA,ENSMUSG00000028164,Manba,3,135485611,135571404,ortholog_one2one,1,100.00
ENSG00000109332,ENSG00000109332.20,102794383,102868896,4,UBE2D3,ENSMUSG00000078578,Ube2d3,3,135438149,135468198,ortholog_one2one,1,97.31
ENSG00000145354,ENSG00000145354.12,102868974,102892807,4,CISD2,ENSMUSG00000028165,Cisd2,3,135406412,135423925,ortholog_one2one,1,100.00
ENSG00000164037,ENSG00000164037.17,102885048,103019719,4,SLC9B1,ENSMUSG00000050150,Slc9b1,3,135348029,135397827,ortholog_one2one,1,97.15
ENSG00000164038,ENSG00000164038.16,103019868,103085829,4,SLC9B2,ENSMUSG00000037994,Slc9b2,3,135307700,135345387,ortholog_one2one,1,100.00
ENSG00000164039,ENSG00000164039.15,103077592,103099870,4,BDH2,ENSMUSG00000028167,Bdh2,3,135281221,135304426,ortholog_one2one,1,100.00
ENSG00000138778,ENSG00000138778.13,103105349,103198445,4,CENPE,ENSMUSG00000045328,Cenpe,3,135212537,135273611,ortholog_one2one,1,98.95
ENSG00000169836,ENSG00000169836.5,103586031,103719985,4,TACR3,ENSMUSG00000028172,Tacr3,3,134829007,134934579,ortholog_one2one,1,100.00
ENSG00000168772,ENSG00000168772.11,104468308,104494901,4,CXXC4,ENSMUSG00000044365,Cxxc4,3,134236484,134262161,ortholog_one2one,1,100.00
ENSG00000168769,ENSG00000168769.13,105145875,105279816,4,TET2,ENSMUSG00000040943,Tet2,3,133463679,133545139,ortholog_one2one,1,99.85
ENSG00000138777,ENSG00000138777.20,105369077,105474067,4,PPA2,ENSMUSG00000028013,Ppa2,3,133310110,133378235,ortholog_one2one,1,100.00
ENSG00000236699,ENSG00000236699.9,105552620,105708093,4,ARHGEF38,ENSMUSG00000040969,Arhgef38,3,133112278,133234949,ortholog_one2one,0,100.00
ENSG00000138785,ENSG00000138785.15,105682627,105895986,4,INTS12,ENSMUSG00000028016,Ints12,3,133091840,133110988,ortholog_one2one,1,100.00
ENSG00000138780,ENSG00000138780.15,105708778,105847725,4,GSTCD,ENSMUSG00000028018,Gstcd,3,132981752,133092033,ortholog_one2one,1,100.00
ENSG00000168743,ENSG00000168743.13,105894775,106004027,4,NPNT,ENSMUSG00000040998,Npnt,3,132881745,132950291,ortholog_one2one,1,100.00
ENSG00000145348,ENSG00000145348.17,106041599,106316683,4,TBCK,ENSMUSG00000028030,Tbck,3,132684144,132841688,ortholog_one2one,1,100.00
